# Scalar ASCII output created by CarpetIOScalar
# created on libaas504-p028.laboratori.local by o.rossi on Jul 10 2023 at 16:12:19+0200
# parameter filename: "TOV_90superprecise.par"
# Build ID: build-sim-ubntlts2004-azr.laboratori.local-studente-2021.03.14-22.06.53-121802
# Simulation ID: run-TOV_90superprecise-libaas504-p028.laboratori.local-o.rossi-2023.07.10-14.12.11-54888
# Run ID: run-TOV_90superprecise-libaas504-p028.laboratori.local-o.rossi-2023.07.10-14.12.11-54888
#
# CARPET::physical_time_per_hour (carpet-timing)
# 1:iteration 2:time 3:data
# data columns: 3:physical_time_per_hour 4:current_physical_time_per_hour 5:time_total 6:time_evolution 7:time_computing 8:time_communicating 9:time_io 10:evolution_steps_count 11:local_grid_points_per_second 12:total_grid_points_per_second 13:local_grid_point_updates_count 14:total_grid_point_updates_count 15:local_interior_points_per_second 16:total_interior_points_per_second 17:local_interior_point_updates_count 18:total_interior_point_updates_count 19:io_per_second 20:io_bytes_per_second 21:io_bytes_ascii_per_second 22:io_bytes_binary_per_second 23:io_count 24:io_bytes_count 25:io_bytes_ascii_count 26:io_bytes_binary_count 27:comm_per_second 28:comm_bytes_per_second 29:comm_count 30:comm_bytes_count 31:time_levels 32:current_walltime 33:syncs_count
179200 43.75 89.2562501596051 88.7529021771122 1770.57569694519 1764.58230900764 1722.28529191017 0 48.3095169067383 1050 485098.595645215 485098.595645215 855996400 855996400 397341.850488292 397341.850488292 701142400 701142400 407.120213337268 5208075.86553931 11436.0813416148 5196639.78419769 19664 251500307 552467 250947840 0 0 0 0 1766.87042212486 1689000104.49921 223916
179712 43.875 89.2944662480299 88.7565311558909 1774.86000013351 1768.86661219597 1726.47405600548 0 48.4052591323853 1053 485306.296179271 485306.296179271 858442104 858442104 397511.976964208 397511.976964208 703145664 703145664 406.853691805783 5197824.73055581 11445.8239883574 5186378.90656746 19690 251501875 554035 250947840 0 0 0 0 1771.14430522919 1689000108.78351 224555
180224 44 89.3061390385819 88.7608160408019 1779.66764712334 1773.67425918579 1731.11885404587 0 48.6248891353607 1056 485369.736602702 485369.736602702 860887808 860887808 397563.940699968 397563.940699968 705148928 705148928 407.260381704031 5209252.52655499 11440.0990177809 5197812.42753721 19836 254355125 555605 253799520 0 0 0 0 1775.65029239655 1689000113.59116 225194
180736 44.125 89.2751492575011 88.7653496865183 1785.32393312454 1779.330545187 1736.6253759861 0 48.7176907062531 1059 485201.310310372 485201.310310372 863333512 863333512 397425.983560397 397425.983560397 707152192 707152192 407.773888321713 5223078.93593031 11435.4106717546 5211643.52525855 19862 254356626 557106 253799520 0 0 0 0 1781.58739972115 1689000119.24745 225833
181248 44.25 89.3136821765599 88.7690141267408 1789.59469199181 1783.60130405426 1740.80263614655 0 48.8114378452301 1062 485410.732786536 485410.732786536 865779216 865779216 397597.520470542 397597.520470542 709155456 709155456 407.525357469261 5213102.57568716 11445.9616493952 5201656.61403777 19888 254358206 558686 253799520 0 0 0 0 1785.84769630432 1689000123.5182 226472
181760 44.375 89.3524337592322 88.7729217502491 1793.85739207268 1787.86400413513 1744.97200751305 0 48.9044885635376 1065 485621.343677087 485621.343677087 868224920 868224920 397770.03080501 397770.03080501 711158720 711158720 407.279193553513 5203181.95901123 11456.0007054228 5191725.95830581 19914 254359768 560248 253799520 0 0 0 0 1790.10013914108 1689000127.7809 227111
182272 44.5 89.3796856967871 88.7772301734198 1798.34697198868 1792.35358405113 1749.31089997292 0 49.1135671138763 1068 485769.455171944 485769.455171944 870670624 870670624 397891.348194863 397891.348194863 713161984 713161984 407.781438806363 5215768.85109777 11453.1400439144 5204315.71105385 20060 257213026 561826 256651200 0 0 0 0 1794.57922649384 1689000132.27048 227750
182784 44.625 89.3802511573949 88.7819731643315 1803.3703019619 1797.37691402435 1754.180321455 0 49.2090430259705 1071 485772.528392545 485772.528392545 873116328 873116328 397893.865454594 397893.865454594 715165248 715165248 408.253871887269 5228998.81946356 11448.4696720105 5217550.34979155 20086 257214567 563367 256651200 0 0 0 0 1799.59228277206 1689000137.29381 228389
183296 44.75 89.4174617687861 88.7862768176781 1807.65490698814 1801.6615190506 1758.37205815315 0 49.3038086891174 1074 485974.764261705 485974.764261705 875562032 875562032 398059.515850635 398059.515850635 717168512 717168512 408.012127450779 5219177.48426453 11459.0575291384 5207718.4267354 20112 257216145 564945 256651200 0 0 0 0 1803.86652112007 1689000141.57842 229028
183808 44.875 89.4534980286802 88.7908271131142 1811.95965600014 1805.96626806259 1762.57852697372 0 49.4002921581268 1077 486170.617650523 486170.617650523 878007736 878007736 398219.938388725 398219.938388725 719171776 719171776 407.726603197564 5208821.58977004 11467.7612919118 5197353.82847813 20138 257217709 566509 256651200 0 0 0 0 1808.16087818146 1689000145.88317 229667
184320 45 89.4830790631936 88.7957191306729 1816.39152908325 1810.39814114571 1766.86066174507 0 49.6104843616486 1080 486331.387549264 486331.387549264 880453440 880453440 398351.624214332 398351.624214332 721175040 721175040 408.230283187744 5221365.48173558 11465.1939390178 5209900.28779656 20284 260070963 568083 259502880 0 0 0 0 1812.58102202415 1689000150.31504 230306
184832 45.125 89.4566742561035 88.8015250888819 1821.95626997948 1815.96288204193 1772.27068567276 0 49.7046144008636 1083 486187.880121888 486187.880121888 882899144 882899144 398234.077993287 398234.077993287 723178304 723178304 408.689970810203 5234360.24007554 11459.4003058354 5222900.8397697 20310 260072461 569581 259502880 0 0 0 0 1818.1365032196 1689000155.87978 230945
185344 45.25 89.4841970171601 88.8063577905387 1826.42655301094 1820.43316507339 1776.64466953278 0 49.8011114597321 1086 486337.463514792 486337.463514792 885344848 885344848 398356.601007521 398356.601007521 725181568 725181568 408.421670283287 5224266.57709875 11469.031706091 5212797.54539266 20336 260074043 571163 259502880 0 0 0 0 1822.59641337395 1689000160.35006 231584
185856 45.375 89.5176316535954 88.8112852646433 1830.77356791496 1824.78017997742 1780.89446425438 0 49.8983206748962 1089 486519.177346056 486519.177346056 887790552 887790552 398505.44190424 398505.44190424 727184832 727184832 408.14686924873 5214115.08855004 11477.8927042432 5202637.1958458 20362 260075605 572725 259502880 0 0 0 0 1826.932970047 1689000164.69708 232223
186368 45.5 89.5532088515432 88.8163859580052 1835.07357501984 1829.08018708229 1785.04219269753 0 50.1069521903992 1092 486712.535780121 486712.535780121 890236256 890236256 398663.820837284 398663.820837284 729188096 729188096 408.623528894244 5226252.74104 11474.5780218826 5214778.16301811 20508 262928857 574297 262354560 0 0 0 0 1831.22257494926 1689000168.99709 232862
186880 45.625 89.5409278251783 88.8224333124194 1840.35007810593 1834.35669016838 1790.16940999031 0 50.1996150016785 1095 486645.789657222 486645.789657222 892681960 892681960 398609.149419507 398609.149419507 731191360 731191360 409.121695085826 5239670.75117874 11470.9313689044 5228199.81980984 20534 262930396 575836 262354560 0 0 0 0 1836.48877310753 1689000174.27359 233501
187392 45.75 89.5745960983338 88.827646674854 1844.68434691429 1838.69095897675 1794.409760952 0 50.2938265800476 1098 486828.773280176 486828.773280176 895127664 895127664 398759.030396294 398759.030396294 733194624 733194624 408.874575623883 5229914.13986365 11481.1089728892 5218433.03089076 20560 262931981 577421 262354560 0 0 0 0 1840.8127040863 1689000178.60786 234140
187904 45.875 89.60955806825 88.8330303260793 1848.9887509346 1842.99536299706 1798.61997318268 0 50.4201018810272 1101 487018.78801278 487018.78801278 897573368 897573368 398914.670520077 398914.670520077 735197888 735197888 408.626155301423 5220164.96598359 11490.6302243538 5208674.33575923 20586 262933546 578986 262354560 0 0 0 0 1845.10671401024 1689000182.91226 234779
188416 46 89.6389845443008 88.838739033981 1853.40387392044 1847.41048598289 1802.84958410263 0 50.6338517665863 1104 487178.717902077 487178.717902077 900019072 900019072 399045.668298121 399045.668298121 737201152 737201152 408.82781806419 5228727.27423571 11479.8170855828 5217247.45715012 20732 265786796 580556 265206240 0 0 0 0 1849.51113629341 1689000187.32739 235418
188928 46.125 89.6223469209523 88.8454176416473 1858.76789903641 1852.77451109886 1808.05948758125 0 50.7274186611176 1107 487088.294119913 487088.294119913 902464776 902464776 398971.602627232 398971.602627232 739204416 739204416 409.281210048444 5241498.78437935 11474.1713120823 5230024.61306727 20758 265788295 582055 265206240 0 0 0 0 1854.86482477188 1689000192.69141 236057
189440 46.25 89.6569728049931 88.8510220232508 1863.07148003578 1857.07809209824 1812.27058315277 0 50.8197689056396 1110 487276.48226014 487276.48226014 904910480 904910480 399125.74659827 399125.74659827 741207680 741207680 409.047896297071 5231987.66769976 11484.5610175657 5220503.10668219 20784 265789880 583640 265206240 0 0 0 0 1859.15811705589 1689000196.99499 236696
189952 46.375 89.6777191568988 88.8570828313908 1867.65982604027 1861.66643810272 1816.76620817184 0 50.9125397205353 1113 487389.236562009 487389.236562009 907356184 907356184 399218.103086946 399218.103086946 743210944 743210944 408.813538345619 5222486.41641388 11494.3292401099 5210992.08717377 20810 265791445 585205 265206240 0 0 0 0 1863.73599147797 1689000201.58334 237335
190464 46.5 89.6980464668103 88.8633082065107 1872.25476813316 1866.26138019562 1821.2125108242 0 51.1175744533539 1116 487499.713413475 487499.713413475 909801888 909801888 399308.594127307 399308.594127307 745214208 745214208 409.307916645227 5234731.16368419 11491.9486504965 5223239.2150337 20956 268644704 586784 268057920 0 0 0 0 1868.32036733627 1689000206.17828 237974
190976 46.625 89.6833050681627 88.8702788213745 1877.579185009 1871.58579707146 1826.38579487801 0 51.2124781608582 1119 487419.595418724 487419.595418724 912247592 912247592 399242.969875707 399242.969875707 747217472 747217472 409.77946462073 5247670.26197274 11488.0260614721 5236182.23591127 20982 268646247 588327 268057920 0 0 0 0 1873.63435530663 1689000211.5027 238613
191488 46.75 89.709311270997 88.8763144587683 1882.05282497406 1876.05943703651 1830.7658393383 0 51.3073797225952 1122 487560.936472716 487560.936472716 914693296 914693296 399358.741631072 399358.741631072 749220736 749220736 409.538594238534 5238124.51969683 11497.9851650486 5226626.53453178 21008 268647831 589911 268057920 0 0 0 0 1878.0978474617 1689000215.97634 239252
192000 46.875 89.7402894010501 88.8823782314195 1886.41968393326 1880.42629599571 1835.03359794617 0 51.4083049297333 1125 487729.299442902 487729.299442902 917139000 917139000 399496.64690379 399496.64690379 751224000 751224000 409.254754395636 5228052.94155871 11506.1886625989 5216546.75289611 21034 268649396 591476 268057920 0 0 0 0 1882.45372843742 1689000220.3432 239891
192512 47 89.7727474450172 88.8885876713134 1890.75245809555 1884.759070158 1839.20081973076 0 51.6332182884216 1128 487905.70559393 487905.70559393 919584704 919584704 399641.140305989 399641.140305989 753227264 753227264 409.608708273791 5238445.46101634 11500.0418765526 5226945.41913979 21180 271502648 593048 270909600 0 0 0 0 1886.77627420425 1689000224.67597 240530
193024 47.125 89.7476795133035 88.8961824806123 1896.29295802116 1890.29957008362 1844.58477902412 0 51.7732827663422 1131 487769.463947566 487769.463947566 922030408 922030408 399529.545450085 399529.545450085 755230528 755230528 410.031844308688 5250695.96853417 11493.8683111239 5239202.10022304 21206 271504145 594545 270909600 0 0 0 0 1892.30665683746 1689000230.21647 241169
193536 47.25 89.7830643494045 88.9022571533912 1900.56004405022 1894.56665611267 1848.71184873581 0 51.8670806884766 1134 487961.776914658 487961.776914658 924476112 924476112 399687.068046323 399687.068046323 757233792 757233792 409.426015144277 5236547.02644115 11493.4183607816 5225053.60808037 21232 271505727 596127 270909600 0 0 0 0 1896.56326246262 1689000234.48356 241808
194048 47.375 89.814281458517 88.9086401680155 1904.91188097 1898.91849303246 1852.97069263458 0 51.9600255489349 1137 488131.438711602 488131.438711602 926921816 926921816 399826.037181588 399826.037181588 759237056 759237056 409.193564512788 5227201.73914195 11502.8173044818 5215698.92183746 21258 271507288 597688 270909600 0 0 0 0 1900.90454292297 1689000238.83539 242447
194560 47.5 89.8371712138997 88.9154100070423 1909.43711495399 1903.44372701645 1857.34683060646 0 52.1648170948029 1140 488255.842192265 488255.842192265 929367520 929367520 399927.935454759 399927.935454759 761240320 761240320 409.673325214056 5239140.79983168 11500.3019757629 5227640.49785592 21404 274360543 599263 273761280 0 0 0 0 1905.41927075386 1689000243.36063 243086
195072 47.625 89.8147073536852 88.9233691100424 1914.92350697517 1908.93011903763 1862.68518424034 0 52.2577238082886 1143 488133.753408305 488133.753408305 931813224 931813224 399827.933138162 399827.933138162 763243584 763243584 410.15865131736 5252118.64846216 11497.0957825092 5240621.55267965 21430 274362085 600805 273761280 0 0 0 0 1910.89540290833 1689000248.84702 243725
195584 47.75 89.8347888763839 88.9301038517237 1919.50598311424 1913.5125951767 1867.17191529274 0 52.3533837795258 1146 488242.894431395 488242.894431395 934258928 934258928 399917.330008134 399917.330008134 765246848 765246848 409.905075087359 5242540.23088324 11506.3862808039 5231033.84460244 21456 274363670 602390 273761280 0 0 0 0 1915.46754169464 1689000253.4295 244364
196096 47.875 89.8682813967647 88.9365924475786 1923.80017495155 1917.80678701401 1871.37085175514 0 52.4485092163086 1149 488424.922855984 488424.922855984 936704632 936704632 400066.428586685 400066.428586685 767250112 767250112 409.656251322165 5233045.12194773 11515.1972826025 5221529.92466512 21482 274365232 603952 273761280 0 0 0 0 1919.75130057335 1689000257.72369 245003
196608 48 89.8761535147641 88.9440484150968 1928.63908696175 1922.6456990242 1876.0590672493 0 52.6569535732269 1152 488467.707012606 488467.707012606 939150336 939150336 400101.47287689 400101.47287689 769253376 769253376 410.117761802489 5244697.21594101 11512.4148547379 5233184.80108627 21628 277218485 605525 276612960 0 0 0 0 1924.31245660782 1689000262.5626 245642
197120 48.125 89.8396326598182 88.9523539089981 1934.4295899868 1928.43620204926 1881.69917297363 0 52.7927649021149 1155 488269.219899218 488269.219899218 941596040 941596040 399938.893068084 399938.893068084 771256640 771256640 410.578964217054 5257302.66708815 11507.627558653 5245795.03952949 21654 277219979 607019 276612960 0 0 0 0 1930.35991311073 1689000268.3531 246281
197632 48.25 89.865656516822 88.9588938053062 1938.87861609459 1932.88522815704 1886.01055169106 0 52.8872721195221 1158 488410.656901817 488410.656901817 944041744 944041744 400054.743414478 400054.743414478 773259904 773259904 410.001770341928 5243644.68659211 11507.6087400569 5232137.07785205 21680 277221558 608598 276612960 0 0 0 0 1934.79816389084 1689000272.80213 246920
198144 48.375 89.9006530873371 88.9653450393941 1943.13170695305 1937.1383190155 1890.17036437988 0 52.9802596569061 1161 488600.859685139 488600.859685139 946487448 946487448 400210.537569669 400210.537569669 775263168 775263168 409.770578795633 5234438.81010036 11516.834173102 5222921.97592726 21706 277223125 610165 276612960 0 0 0 0 1939.0412569046 1689000277.05522 247559
198656 48.5 89.9224729667968 88.9723485406565 1947.66596698761 1941.67257905006 1894.5560336113 0 53.1844692230225 1164 488719.448499526 488719.448499526 948933152 948933152 400307.673078572 400307.673078572 777266432 777266432 410.243406739383 5246178.16832491 11514.4749978683 5234663.69332705 21852 280076381 611741 279464640 0 0 0 0 1943.565066576 1689000281.58948 248198
199168 48.625 89.9174033005553 88.9801049151835 1952.78003406525 1946.7866461277 1899.52192020416 0 53.2775971889496 1167 488691.895381736 488691.895381736 951378856 951378856 400285.10445663 400285.10445663 779269696 779269696 410.716760587037 5258873.8446604 11511.1474206368 5247362.69723976 21878 280077918 613278 279464640 0 0 0 0 1948.6687066555 1689000286.70355 248837
199680 48.75 89.8991570275122 88.9880976864445 1958.18076992035 1952.1873819828 1904.82181239128 0 53.3780794143677 1170 488592.728752922 488592.728752922 953824560 953824560 400203.877563472 400203.877563472 781272960 781272960 410.427808453148 5248964.67190955 11519.0218936561 5237445.65001589 21904 280079496 614856 279464640 0 0 0 0 1954.05899500847 1689000292.10428 249476
200192 48.875 89.9322573623796 88.9946243291648 1962.46601700783 1956.47262907028 1909.00925827026 0 53.476087808609 1173 488772.625689336 488772.625689336 956270264 956270264 400351.230250644 400351.230250644 783276224 783276224 410.16328931654 5239390.63299749 11527.0924491536 5227863.54054834 21930 280081059 616419 279464640 0 0 0 0 1958.3339612484 1689000296.38953 250115
200704 49 89.9589854012176 89.0015246922642 1966.88700199127 1960.89361405373 1913.27832865715 0 53.6853244304657 1176 488917.889848221 488917.889848221 958715968 958715968 400470.215401744 400470.215401744 785279488 785279488 410.605199326756 5250682.16565691 11523.9747894821 5239158.19086743 22076 282934307 617987 282316320 0 0 0 0 1962.74442410469 1689000300.81051 250754
201216 49.125 89.9444223567039 89.0095778164648 1972.20758295059 1966.21419501305 1918.44844055176 0 53.8151993751526 1179 488838.741189956 488838.741189956 961161672 961161672 400405.385128845 400405.385128845 787282752 787282752 411.055664468323 5263022.77854298 11519.3615888751 5251503.4169541 22102 282935809 619489 282316320 0 0 0 0 1968.05471134186 1689000306.13109 251393
201728 49.25 89.967608507651 89.0165384984163 1976.70265698433 1970.70926904678 1922.80270075798 0 53.9193601608276 1182 488964.755550213 488964.755550213 963607376 963607376 400508.602865491 400508.602865491 789286016 789286016 410.464155241461 5249302.61189501 11518.7663120308 5237783.84558298 22128 282937393 621073 282316320 0 0 0 0 1972.5393435955 1689000310.62617 252032
202240 49.375 89.9955168953384 89.0234712658092 1981.09177207947 1975.09838414192 1927.09645056725 0 54.0147647857666 1185 489116.434784437 489116.434784437 966053080 966053080 400632.842572941 400632.842572941 791289280 791289280 410.22072616025 5240060.32515159 11527.3320459646 5228532.99310562 22154 282938960 622640 282316320 0 0 0 0 1976.91794347763 1689000315.01528 252671
202752 49.5 90.0177948756296 89.030751713817 1985.60197806358 1979.60859012604 1931.4542632103 0 54.2251195907593 1188 489237.513330015 489237.513330015 968498784 968498784 400732.017408296 400732.017408296 793292544 793292544 410.654448858063 5251191.26024837 11524.1613000797 5239667.09894829 22300 285792215 624215 285168000 0 0 0 0 1981.41757965088 1689000319.52549 253310
203264 49.625 90.0076652035436 89.0389684517121 1990.82434201241 1984.83095407486 1936.52547717094 0 54.3551616668701 1191 489182.459597705 489182.459597705 970944488 970944488 400686.923169581 400686.923169581 795295808 795295808 411.095150242543 5263342.79426364 11520.2960840234 5251822.49817962 22326 285793756 625756 285168000 0 0 0 0 1986.62977671623 1689000324.74785 253949
203776 49.75 90.034113425571 89.0460642710328 1995.23938798904 1989.2460000515 1940.80977272987 0 54.4487164020538 1194 489326.202980828 489326.202980828 973390192 973390192 400804.662660807 400804.662660807 797299072 797299072 410.585301652205 5250728.4249423 11521.8157801389 5239206.60916216 22352 285795340 627340 285168000 0 0 0 0 1991.03448867798 1689000329.1629 254588
204288 49.875 90.0567192990045 89.0534477997994 1999.73690199852 1993.74351406097 1945.21382284164 0 54.5421512126923 1197 489449.063592117 489449.063592117 975835896 975835896 400905.297177335 400905.297177335 799302336 799302336 410.358335332177 5241756.17774074 11530.6583876366 5230225.5193531 22378 285796905 628905 285168000 0 0 0 0 1995.52131152153 1689000333.66041 255227
204800 50 90.0806686297742 89.0608898981514 2004.20235705376 1998.20896911621 1949.52649021149 0 54.7518582344055 1200 489579.225756696 489579.225756696 978281600 978281600 401011.912359902 401011.912359902 801305600 801305600 410.784525187192 5252737.09566443 11527.4624144182 5241209.63325001 22524 288650155 630475 288019680 0 0 0 0 1999.9762468338 1689000338.12587 255866
205312 50.125 90.0694965465284 89.0694033829752 2009.44635391235 2003.45296597481 1954.62058877945 0 54.8458721637726 1203 489518.50662629 489518.50662629 980727304 980727304 400962.177621744 400962.177621744 803308864 803308864 411.230011023939 5264886.56018343 11522.9399620517 5253363.62022138 22550 288651651 631971 288019680 0 0 0 0 2005.20966029167 1689000343.36987 256505
205824 50.25 90.0999127331974 89.076597923155 2013.76447796822 2007.77109003067 1958.8430788517 0 54.940681219101 1206 489683.815491626 489683.815491626 983173008 983173008 401097.581292347 401097.581292347 805312128 805312128 410.98734488015 5255747.66199275 11531.6617964589 5244216.00019629 22576 288653229 633549 288019680 0 0 0 0 2009.51740670204 1689000347.68799 257144
206336 50.375 90.1292284069409 89.0839908312691 2018.10425591469 2012.11086797714 1963.08996963501 0 55.0330994129181 1209 489843.143181709 489843.143181709 985618712 985618712 401228.085812005 401228.085812005 807315392 807315392 410.766030574634 5246902.15069873 11540.5841452227 5235361.56655351 22602 288654795 635115 288019680 0 0 0 0 2013.84681463242 1689000352.02777 257783
206848 50.5 90.1553977727788 89.091665050137 2022.51158308983 2016.51819515228 1967.34953546524 0 55.2381346225739 1212 489985.371009947 489985.371009947 988064416 988064416 401344.583919751 401344.583919751 809318656 809318656 411.224763706719 5258250.09205623 11538.4041638856 5246711.68789234 22748 291508051 636691 290871360 0 0 0 0 2018.24364876747 1689000356.4351 258422
207360 50.625 90.1420504694625 89.1006264170859 2027.80228900909 2021.80890107155 1972.49064207077 0 55.3322761058807 1215 489912.829780814 489912.829780814 990510120 990510120 401285.165759238 401285.165759238 811321920 811321920 411.667365923673 5270307.25237763 11534.8942820565 5258772.35809558 22774 291509592 638232 290871360 0 0 0 0 2023.5236697197 1689000361.7258 259061
207872 50.75 90.1684838918841 89.1082355841309 2032.20024108887 2026.20685315132 1976.79295229912 0 55.4595227241516 1218 490056.492729592 490056.492729592 992955824 992955824 401402.839367092 401402.839367092 813325184 813325184 411.426014481645 5261238.44655493 11543.5715042302 5249694.8750507 22800 291511168 639808 290871360 0 0 0 0 2027.91116404533 1689000366.12375 259700
208384 50.875 90.1924915192546 89.1160860924658 2036.65022993088 2030.65684199333 1981.11692929268 0 55.5531847476959 1221 490186.971730238 490186.971730238 995401528 995401528 401509.714068507 401509.714068507 815328448 815328448 410.960626105875 5249328.09053099 11545.4149606043 5237782.67557039 22826 291512731 641371 290871360 0 0 0 0 2032.35044002533 1689000370.57374 260339
208896 51 90.2126642815455 89.1241649056715 2041.18436098099 2035.19097304344 1985.49764585495 0 55.7627532482147 1224 490296.608631185 490296.608631185 997847232 997847232 401599.517109569 401599.517109569 817331712 817331712 411.372801361179 5260029.79951391 11542.0886030943 5248487.71091082 22972 294365982 642942 293723040 0 0 0 0 2036.87413477898 1689000375.10787 260978
209408 51.125 90.1954351574266 89.1334978982944 2046.56228899956 2040.56890106201 1990.72567534447 0 55.8556797504425 1227 490202.970102798 490202.970102798 1000292936 1000292936 401522.818256016 401522.818256016 819334976 819334976 411.808641226647 5271939.71357832 11537.6087092142 5260402.1048691 22998 294367479 644439 293723040 0 0 0 0 2042.24163460732 1689000380.4858 261617
209920 51.25 90.217059773604 89.1413854696375 2051.06114411354 2045.06775617599 1995.1306579113 0 55.949761390686 1230 490320.497681206 490320.497681206 1002738640 1002738640 401619.084511798 401619.084511798 821338240 821338240 411.582333054671 5263119.82941802 11546.6723758632 5251573.15704215 23024 294369063 646023 293723040 0 0 0 0 2046.73014259338 1689000384.98466 262256
210432 51.375 90.2470785764871 89.149119160399 2055.36720609665 2049.3738181591 1999.34125900269 0 56.0455403327942 1233 490483.646806286 490483.646806286 1005184344 1005184344 401752.719149884 401752.719149884 823341504 823341504 411.345121240852 5254179.9874672 11554.8247477953 5242625.16271941 23050 294370626 647586 293723040 0 0 0 0 2051.02584433556 1689000389.29072 262895
210944 51.5 90.2667073140045 89.1573903727033 2059.90679097176 2053.91340303421 2003.72682666779 0 56.2575445175171 1236 490590.3269882 490590.3269882 1007630048 1007630048 401840.100357071 401840.100357071 825344768 825344768 411.748214627563 5264718.11907323 11551.3779341105 5253166.74113912 23196 297223884 649164 296574720 0 0 0 0 2055.55466723442 1689000393.8303 263534
211456 51.625 90.251068809312 89.166827152275 2065.24877905846 2059.25539112091 2008.91546702385 0 56.3534073829651 1239 490505.333313799 490505.333313799 1010075752 1010075752 401770.482460484 401770.482460484 827348032 827348032 412.154001982639 5276189.10135103 11547.1108746525 5264641.99047638 23222 297225424 650704 296574720 0 0 0 0 2060.8862760067 1689000399.17229 264173
211968 51.75 90.2750106069714 89.1748192164314 2069.68741297722 2063.69402503967 2013.25480484962 0 56.452189207077 1242 490635.454536694 490635.454536694 1012521456 1012521456 401877.06410792 401877.06410792 829351296 829351296 411.889522232348 5266933.42487327 11554.8442936692 5255378.5805796 23248 297227003 652283 296574720 0 0 0 0 2065.3144800663 1689000403.61092 264812
212480 51.875 90.2832463432458 89.1835034918741 2074.48347401619 2068.49008607864 2017.95189237595 0 56.5509033203125 1245 490680.21492147 490680.21492147 1014967160 1014967160 401913.727116791 401913.727116791 831354560 831354560 411.62832039772 5257739.85754557 11562.2096717474 5246177.64787383 23274 297228565 653845 296574720 0 0 0 0 2070.10010671616 1689000408.40699 265451
212992 52 90.287226149517 89.192368915808 2079.37638998032 2073.38300204277 2022.69205188751 0 56.7598450183868 1248 490701.844761729 490701.844761729 1017412864 1017412864 401931.444011524 401931.444011524 833357824 833357824 412.036212926424 5268291.4901658 11559.0306254838 5256732.45954031 23420 300081818 655418 299426400 0 0 0 0 2074.71658921242 1689000413.2999 266090
213504 52.125 90.2579664854957 89.2020887813069 2085.03424501419 2079.04085707664 2028.19955348969 0 56.8556604385376 1251 490542.821478762 490542.821478762 1019858568 1019858568 401801.188830222 401801.188830222 835361088 835361088 412.459351343403 5279928.27885082 11554.4746067083 5268373.80424411 23446 300083313 656913 299426400 0 0 0 0 2080.63024878502 1689000418.95776 266729
214016 52.25 90.2824271478772 89.2098320091504 2089.45531892776 2083.46193099022 2032.52326798439 0 56.9510419368744 1254 490675.762678382 490675.762678382 1022304272 1022304272 401910.080306589 401910.080306589 837364352 837364352 412.210689956376 5270927.04421396 11562.6784753414 5259364.36573861 23472 300084901 658501 299426400 0 0 0 0 2085.04070305824 1689000423.37883 267368
214528 52.375 90.3072096029623 89.2177103684703 2093.86655807495 2087.87317013741 2036.8406252861 0 57.0449876785278 1257 490810.452788452 490810.452788452 1024749976 1024749976 402020.404306819 402020.404306819 839367616 839367616 411.988000038364 5262276.9558393 11571.0864817108 5250705.86935759 23498 300086469 660069 299426400 0 0 0 0 2089.44149661064 1689000427.79007 268007
215040 52.5 90.3254316873121 89.2259059480759 2098.42734003067 2092.43395209312 2041.2420771122 0 57.2595906257629 1260 490909.487954191 490909.487954191 1027195680 1027195680 402101.523519226 402101.523519226 841370880 841370880 412.343999075731 5272119.06728179 11566.5289664401 5260552.53831535 23644 302939723 661643 302278080 0 0 0 0 2093.99113535881 1689000432.35085 268646
215552 52.625 90.3083198984795 89.2353154724341 2103.80674791336 2097.81335997581 2046.47340989113 0 57.353278875351 1263 490816.487131091 490816.487131091 1029641384 1029641384 402025.347006906 402025.347006906 843374144 843374144 412.779036009086 5283855.10856753 11563.4467287239 5272291.66183881 23670 302941269 663189 302278080 0 0 0 0 2099.36067724228 1689000437.73026 269285
216064 52.75 90.3322155573186 89.2431846773571 2108.23342299461 2102.24003505707 2050.80228209496 0 57.4508090019226 1266 490946.357594214 490946.357594214 1032087088 1032087088 402131.723258258 402131.723258258 845377408 845377408 412.528806303777 5274884.58795014 11571.4225695272 5263313.16538061 23696 302942849 664769 302278080 0 0 0 0 2103.77683377266 1689000442.15693 269924
216576 52.875 90.3579517204167 89.2511218677544 2112.61484599113 2106.62145805359 2055.0882396698 0 57.5455725193024 1269 491086.231009844 491086.231009844 1034532792 1034532792 402246.292878331 402246.292878331 847380672 847380672 412.296179397666 5266158.0157849 11579.3202936248 5254578.69549128 23722 302944416 666336 302278080 0 0 0 0 2108.1479408741 1689000446.53836 270563
217088 53 90.379109065054 89.2593716222247 2117.10072207451 2111.10733413696 2059.42042326927 0 57.7566571235657 1272 491201.219015197 491201.219015197 1036978496 1036978496 402340.478982436 402340.478982436 849383936 849383936 412.688569460719 5276419.71876138 11575.9802537531 5264843.73850763 23868 305797665 667905 305129760 0 0 0 0 2112.62329411507 1689000451.02423 271202
217600 53.125 90.3604936701275 89.269068390017 2122.5156891346 2116.52230119705 2064.68517708778 0 57.8496131896973 1275 491100.046246679 491100.046246679 1039424200 1039424200 402257.60887021 402257.60887021 851387200 851387200 413.103725947662 5287847.81902769 11571.5212664604 5276276.29776123 23894 305799165 669405 305129760 0 0 0 0 2118.02813982964 1689000456.4392 271841
